"Trial.name","eswyt","eswyt.no","Occ","Loc_no","Country","Loc_desc","Cycle","CID","SID","Gen_name","Trait_no","Trait.name","Value","EMS","SE","Unit","cidsid"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510302,45,"ATTILA*2/PBW65/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1/7/ATTILA/2*PASTOR",144,"GRAIN_YIELD",6.924,0.041,0.351,"t/ha","510302_45"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510302,45,"ATTILA*2/PBW65/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1/7/ATTILA/2*PASTOR",144,"GRAIN_YIELD",3.568,0.103,0.32,"t/ha","510302_45"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510302,48,"ATTILA*2/PBW65/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1/7/ATTILA/2*PASTOR",144,"GRAIN_YIELD",7.134,0.041,0.351,"t/ha","510302_48"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510302,48,"ATTILA*2/PBW65/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1/7/ATTILA/2*PASTOR",144,"GRAIN_YIELD",3.868,0.103,0.32,"t/ha","510302_48"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510311,66,"ATTILA*2/PBW65//KIRITATI/3/WAXWING/KIRITATI",144,"GRAIN_YIELD",6.235,0.041,0.351,"t/ha","510311_66"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510311,66,"ATTILA*2/PBW65//KIRITATI/3/WAXWING/KIRITATI",144,"GRAIN_YIELD",3.311,0.103,0.32,"t/ha","510311_66"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",515867,15,"SITE/MO//PASTOR/3/TILHI/4/WAXWING/KIRITATI",144,"GRAIN_YIELD",6.976,0.015,0.437,"t/ha","515867_15"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",515867,15,"SITE/MO//PASTOR/3/TILHI/4/WAXWING/KIRITATI",144,"GRAIN_YIELD",7.005,0.002,0.262,"t/ha","515867_15"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",516338,30,"ATTILA*2/PBW65*2//KACHU",144,"GRAIN_YIELD",7.293,0.015,0.437,"t/ha","516338_30"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",516338,30,"ATTILA*2/PBW65*2//KACHU",144,"GRAIN_YIELD",6.322,0.002,0.262,"t/ha","516338_30"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",516361,23,"REEDLING #1",144,"GRAIN_YIELD",8.094,0.015,0.437,"t/ha","516361_23"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",516361,23,"REEDLING #1",144,"GRAIN_YIELD",6.601,0.002,0.262,"t/ha","516361_23"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",516702,40,"KACHU #1/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN/5/KACHU",144,"GRAIN_YIELD",7.743,0.015,0.437,"t/ha","516702_40"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",516702,40,"KACHU #1/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN/5/KACHU",144,"GRAIN_YIELD",6.663,0.002,0.262,"t/ha","516702_40"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",516702,40,"KUTZ",144,"GRAIN_YIELD",6.623,0.036,0.517,"t/ha","516702_40"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",516702,40,"KUTZ",144,"GRAIN_YIELD",6.623,0.036,0.517,"t/ha","516702_40"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",516927,23,"SAUAL/3/ACHTAR*3//KANZ/KS85-8-4/4/SAUAL",144,"GRAIN_YIELD",7.488,0.015,0.437,"t/ha","516927_23"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",516927,23,"SAUAL/3/ACHTAR*3//KANZ/KS85-8-4/4/SAUAL",144,"GRAIN_YIELD",6.493,0.002,0.262,"t/ha","516927_23"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",520227,41,"BECARD/KACHU",144,"GRAIN_YIELD",7.588,0.015,0.437,"t/ha","520227_41"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",520227,41,"BECARD/KACHU",144,"GRAIN_YIELD",6.349,0.002,0.262,"t/ha","520227_41"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",520259,27,"ALTAR 84/AE.SQUARROSA (221)//3*BORL95/3/URES/JUN//KAUZ/4/WBLL1/5/MUTUS",144,"GRAIN_YIELD",6.073,0.015,0.437,"t/ha","520259_27"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",520259,27,"ALTAR 84/AE.SQUARROSA (221)//3*BORL95/3/URES/JUN//KAUZ/4/WBLL1/5/MUTUS",144,"GRAIN_YIELD",6.976,0.002,0.262,"t/ha","520259_27"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",520792,37,"NAC/TH.AC//3*PVN/3/MIRLO/BUC/4/2*PASTOR/5/KACHU/6/KACHU",144,"GRAIN_YIELD",8.002,0.015,0.437,"t/ha","520792_37"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",520792,37,"NAC/TH.AC//3*PVN/3/MIRLO/BUC/4/2*PASTOR/5/KACHU/6/KACHU",144,"GRAIN_YIELD",7.226,0.002,0.262,"t/ha","520792_37"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524381,89,"CHIBIA//PRLII/CM65531/3/MISR2, EGY/4/MUNAL #1",144,"GRAIN_YIELD",7.197,0.015,0.437,"t/ha","524381_89"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524381,89,"CHIBIA//PRLII/CM65531/3/MISR2, EGY/4/MUNAL #1",144,"GRAIN_YIELD",6.681,0.002,0.262,"t/ha","524381_89"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524439,60,"KACHU//WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",8.097,0.015,0.437,"t/ha","524439_60"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524439,60,"KACHU//WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.751,0.002,0.262,"t/ha","524439_60"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524442,64,"KACHU/KIRITATI",144,"GRAIN_YIELD",7.162,0.015,0.437,"t/ha","524442_64"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524442,64,"KACHU/KIRITATI",144,"GRAIN_YIELD",6.601,0.002,0.262,"t/ha","524442_64"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524444,65,"KACHU #1//WBLL1*2/KUKUNA",144,"GRAIN_YIELD",7.793,0.015,0.437,"t/ha","524444_65"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524444,65,"KACHU #1//WBLL1*2/KUKUNA",144,"GRAIN_YIELD",6.441,0.002,0.262,"t/ha","524444_65"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524489,75,"KIRITATI/WBLL1//FRANCOLIN #1",144,"GRAIN_YIELD",7.086,0.015,0.437,"t/ha","524489_75"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524489,75,"KIRITATI/WBLL1//FRANCOLIN #1",144,"GRAIN_YIELD",6.788,0.002,0.262,"t/ha","524489_75"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524510,63,"SUP152/BAJ #1",144,"GRAIN_YIELD",7.003,0.015,0.437,"t/ha","524510_63"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524510,63,"SUP152/BAJ #1",144,"GRAIN_YIELD",5.884,0.002,0.262,"t/ha","524510_63"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524511,46,"SUP152//WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.401,0.015,0.437,"t/ha","524511_46"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524511,46,"SUP152//WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.648,0.002,0.262,"t/ha","524511_46"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524512,74,"SUP152/BECARD",144,"GRAIN_YIELD",7,0.015,0.437,"t/ha","524512_74"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524512,74,"SUP152/BECARD",144,"GRAIN_YIELD",6.786,0.002,0.262,"t/ha","524512_74"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524603,69,"BAJ #1/3/KIRITATI//ATTILA*2/PASTOR",144,"GRAIN_YIELD",7.479,0.015,0.437,"t/ha","524603_69"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524603,69,"BAJ #1/3/KIRITATI//ATTILA*2/PASTOR",144,"GRAIN_YIELD",6.617,0.002,0.262,"t/ha","524603_69"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524663,65,"WBLL4/KUKUNA//WBLL1/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.856,0.015,0.437,"t/ha","524663_65"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524663,65,"WBLL4/KUKUNA//WBLL1/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.338,0.002,0.262,"t/ha","524663_65"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",524756,52,"ITP40/AKURI",144,"GRAIN_YIELD",6.365,0.015,0.437,"t/ha","524756_52"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",524756,52,"ITP40/AKURI",144,"GRAIN_YIELD",6.79,0.002,0.262,"t/ha","524756_52"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525188,91,"KIRITATI/WBLL1//MESIA/3/KIRITATI/WBLL1",144,"GRAIN_YIELD",6.61,0.015,0.437,"t/ha","525188_91"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525188,91,"KIRITATI/WBLL1//MESIA/3/KIRITATI/WBLL1",144,"GRAIN_YIELD",7.065,0.002,0.262,"t/ha","525188_91"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525190,56,"KIRITATI/WBLL1//2*BLOUK #1",144,"GRAIN_YIELD",7.156,0.015,0.437,"t/ha","525190_56"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525190,56,"KIRITATI/WBLL1//2*BLOUK #1",144,"GRAIN_YIELD",6.953,0.002,0.262,"t/ha","525190_56"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525282,73,"FRNCLN*2/TECUE #1",144,"GRAIN_YIELD",6.535,0.015,0.437,"t/ha","525282_73"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525282,73,"FRNCLN*2/TECUE #1",144,"GRAIN_YIELD",7.045,0.002,0.262,"t/ha","525282_73"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525306,71,"SUP152/AKURI//SUP152",144,"GRAIN_YIELD",7.095,0.015,0.437,"t/ha","525306_71"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525306,71,"SUP152/AKURI//SUP152",144,"GRAIN_YIELD",7.04,0.002,0.262,"t/ha","525306_71"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525326,69,"MUTUS*2/TECUE #1",144,"GRAIN_YIELD",7.445,0.015,0.437,"t/ha","525326_69"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525326,69,"MUTUS*2/TECUE #1",144,"GRAIN_YIELD",6.691,0.002,0.262,"t/ha","525326_69"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525407,67,"WBLL1*2/VIVITSI//AKURI/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.584,0.015,0.437,"t/ha","525407_67"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525407,67,"WBLL1*2/VIVITSI//AKURI/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.667,0.002,0.262,"t/ha","525407_67"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525424,84,"MUTUS*2/AKURI",144,"GRAIN_YIELD",7.607,0.015,0.437,"t/ha","525424_84"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525424,84,"MUTUS*2/AKURI",144,"GRAIN_YIELD",6.189,0.002,0.262,"t/ha","525424_84"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",525424,84,"MUCUY",144,"GRAIN_YIELD",7.162,0.036,0.517,"t/ha","525424_84"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",525424,84,"MUCUY",144,"GRAIN_YIELD",7.162,0.036,0.517,"t/ha","525424_84"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",525542,39,"BAJ #1*2/WHEAR",144,"GRAIN_YIELD",5.913,0.015,0.437,"t/ha","525542_39"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",525542,39,"BAJ #1*2/WHEAR",144,"GRAIN_YIELD",6.693,0.002,0.262,"t/ha","525542_39"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532644,68,"TACUPETO F2001*2/KIRITATI//VILLA JUAREZ F2009",144,"GRAIN_YIELD",7.267,0.015,0.437,"t/ha","532644_68"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532644,68,"TACUPETO F2001*2/KIRITATI//VILLA JUAREZ F2009",144,"GRAIN_YIELD",6.37,0.002,0.262,"t/ha","532644_68"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532651,35,"KACHU/KINDE",144,"GRAIN_YIELD",6.676,0.015,0.437,"t/ha","532651_35"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532651,35,"KACHU/KINDE",144,"GRAIN_YIELD",6.232,0.002,0.262,"t/ha","532651_35"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532679,28,"PBW343*2/KUKUNA/3/PASTOR//CHIL/PRL/4/GRACK",144,"GRAIN_YIELD",6.227,0.015,0.437,"t/ha","532679_28"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532679,28,"PBW343*2/KUKUNA/3/PASTOR//CHIL/PRL/4/GRACK",144,"GRAIN_YIELD",6.6,0.002,0.262,"t/ha","532679_28"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532773,74,"VILLA JUAREZ F2009/CHYAK",144,"GRAIN_YIELD",6.458,0.015,0.437,"t/ha","532773_74"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532773,74,"VILLA JUAREZ F2009/CHYAK",144,"GRAIN_YIELD",7.338,0.002,0.262,"t/ha","532773_74"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532774,60,"WBLL1*2/BRAMBLING//QUAIU",144,"GRAIN_YIELD",6.802,0.015,0.437,"t/ha","532774_60"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532774,60,"WBLL1*2/BRAMBLING//QUAIU",144,"GRAIN_YIELD",6.285,0.002,0.262,"t/ha","532774_60"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532780,57,"BECARD/QUAIU #1",144,"GRAIN_YIELD",7.266,0.015,0.437,"t/ha","532780_57"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532780,57,"BECARD/QUAIU #1",144,"GRAIN_YIELD",6.502,0.002,0.262,"t/ha","532780_57"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532780,61,"BECARD/QUAIU #1",144,"GRAIN_YIELD",7.162,0.015,0.437,"t/ha","532780_61"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532780,61,"BECARD/QUAIU #1",144,"GRAIN_YIELD",6.834,0.002,0.262,"t/ha","532780_61"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532785,48,"BECARD/FRNCLN",144,"GRAIN_YIELD",7.217,0.015,0.437,"t/ha","532785_48"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532785,48,"BECARD/FRNCLN",144,"GRAIN_YIELD",6.765,0.002,0.262,"t/ha","532785_48"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532924,71,"WBLL1*2/BRAMBLING//CHYAK",144,"GRAIN_YIELD",7.428,0.015,0.437,"t/ha","532924_71"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532924,71,"WBLL1*2/BRAMBLING//CHYAK",144,"GRAIN_YIELD",6.607,0.002,0.262,"t/ha","532924_71"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",532927,55,"BECARD//ND643/2*WBLL1",144,"GRAIN_YIELD",6.458,0.015,0.437,"t/ha","532927_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",532927,55,"BECARD//ND643/2*WBLL1",144,"GRAIN_YIELD",6.811,0.002,0.262,"t/ha","532927_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533074,55,"ATTILA/3*BCN*2//BAV92/3/KIRITATI/WBLL1/4/DANPHE",144,"GRAIN_YIELD",6.234,0.015,0.437,"t/ha","533074_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533074,55,"ATTILA/3*BCN*2//BAV92/3/KIRITATI/WBLL1/4/DANPHE",144,"GRAIN_YIELD",6.389,0.002,0.262,"t/ha","533074_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533110,80,"FRET2*2/BRAMBLING//BECARD/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.929,0.015,0.437,"t/ha","533110_80"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533110,80,"FRET2*2/BRAMBLING//BECARD/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.939,0.002,0.262,"t/ha","533110_80"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533127,55,"KAUZ*2/MNV//KAUZ/3/MILAN/4/BAV92/5/AKURI/6/MUTUS",144,"GRAIN_YIELD",6.853,0.015,0.437,"t/ha","533127_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533127,55,"KAUZ*2/MNV//KAUZ/3/MILAN/4/BAV92/5/AKURI/6/MUTUS",144,"GRAIN_YIELD",6.897,0.002,0.262,"t/ha","533127_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533130,80,"KACHU/BECARD//WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.512,0.015,0.437,"t/ha","533130_80"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533130,80,"KACHU/BECARD//WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.938,0.002,0.262,"t/ha","533130_80"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533135,19,"KAUZ/PASTOR//PBW343/3/KIRITATI/4/FRNCLN",144,"GRAIN_YIELD",7.758,0.015,0.437,"t/ha","533135_19"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533135,19,"KAUZ/PASTOR//PBW343/3/KIRITATI/4/FRNCLN",144,"GRAIN_YIELD",7.356,0.002,0.262,"t/ha","533135_19"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533164,91,"SUP152*2/TECUE #1",144,"GRAIN_YIELD",7.283,0.015,0.437,"t/ha","533164_91"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533164,91,"SUP152*2/TECUE #1",144,"GRAIN_YIELD",6.876,0.002,0.262,"t/ha","533164_91"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533205,55,"FRANCOLIN #1/AKURI #1//FRNCLN",144,"GRAIN_YIELD",6.368,0.015,0.437,"t/ha","533205_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533205,55,"FRANCOLIN #1/AKURI #1//FRNCLN",144,"GRAIN_YIELD",6.686,0.002,0.262,"t/ha","533205_55"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",533375,38,"ND643/2*TRCH//MUTUS/3/SUP152",144,"GRAIN_YIELD",7.017,0.015,0.437,"t/ha","533375_38"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",533375,38,"ND643/2*TRCH//MUTUS/3/SUP152",144,"GRAIN_YIELD",6.813,0.002,0.262,"t/ha","533375_38"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",557028,13,"KACHU/SAUAL/4/ATTILA*2/PBW65//PIHA/3/ATTILA/2*PASTOR",144,"GRAIN_YIELD",6.496,0.036,0.517,"t/ha","557028_13"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",557028,13,"KACHU/SAUAL/4/ATTILA*2/PBW65//PIHA/3/ATTILA/2*PASTOR",144,"GRAIN_YIELD",6.496,0.036,0.517,"t/ha","557028_13"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568459,64,"TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1/8/BOW/VEE/5/ND/VG9144//KAL/BB/3/YACO/4/CHIL/6/CASKOR/3/",144,"GRAIN_YIELD",7.032,0.036,0.517,"t/ha","568459_64"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568459,64,"TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1/8/BOW/VEE/5/ND/VG9144//KAL/BB/3/YACO/4/CHIL/6/CASKOR/3/",144,"GRAIN_YIELD",7.032,0.036,0.517,"t/ha","568459_64"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568517,38,"W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1/7/CNO79//PF70354/MUS/3/PASTOR/4/BAV92/5/FRET2/KUKUNA//FRET2/6",144,"GRAIN_YIELD",6.958,0.036,0.517,"t/ha","568517_38"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568517,38,"W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1/7/CNO79//PF70354/MUS/3/PASTOR/4/BAV92/5/FRET2/KUKUNA//FRET2/6",144,"GRAIN_YIELD",6.958,0.036,0.517,"t/ha","568517_38"
